meanAge,position.longitude,precipitation,position.x,position.y,year,position.latitude,temperature,nTrees,meanHeight,step,replicate
32.0,-118.7657,348.8119,0.4898,0.5000,2055,36.2650,302.2608,10,14.5389,31,0
32.0,-118.1371,283.7766,0.8980,0.5000,2055,36.2650,301.8454,10,0.4735,31,0
32.0,-119.3629,539.4499,0.1020,0.1000,2055,36.6370,289.3269,10,27.4880,31,0
32.0,-118.7657,411.3540,0.4898,0.1000,2055,36.6370,289.3746,10,13.2729,31,0
32.0,-118.1371,348.9874,0.8980,0.1000,2055,36.6370,289.8501,10,0.2902,31,0
33.0,-119.3629,502.9048,0.1020,0.9000,2056,35.8930,313.8245,10,26.9174,32,0
33.0,-118.7657,438.4546,0.4898,0.9000,2056,35.8930,313.3161,10,12.8518,32,0
33.0,-118.1371,294.2636,0.8980,0.9000,2056,35.8930,314.6966,10,0.1180,32,0
33.0,-119.3629,506.9910,0.1020,0.5000,2056,36.2650,301.3498,10,32.5326,32,0
33.0,-118.7657,372.1842,0.4898,0.5000,2056,36.2650,301.7442,10,14.6980,32,0
33.0,-118.1371,326.7944,0.8980,0.5000,2056,36.2650,301.3875,10,0.4860,32,0
33.0,-119.3629,547.5163,0.1020,0.1000,2056,36.6370,289.3072,10,28.3573,32,0
33.0,-118.7657,378.3326,0.4898,0.1000,2056,36.6370,289.2365,10,13.4565,32,0
33.0,-118.1371,324.1558,0.8980,0.1000,2056,36.6370,289.5216,10,0.2996,32,0
34.0,-119.3629,529.5476,0.1020,0.9000,2057,35.8930,313.6341,10,27.7112,33,0
34.0,-118.7657,461.3742,0.4898,0.9000,2057,35.8930,313.3444,10,13.6058,33,0
34.0,-118.1371,302.9819,0.8980,0.9000,2057,35.8930,313.1724,10,0.1204,33,0
34.0,-119.3629,494.4442,0.1020,0.5000,2057,36.2650,302.1844,10,33.5203,33,0
34.0,-118.7657,356.3852,0.4898,0.5000,2057,36.2650,301.4364,10,14.7654,33,0
34.0,-118.1371,202.3763,0.8980,0.5000,2057,36.2650,301.7161,10,0.4860,33,0
34.0,-119.3629,497.4848,0.1020,0.1000,2057,36.6370,290.0395,10,29.2484,33,0
34.0,-118.7657,428.5660,0.4898,0.1000,2057,36.6370,289.6377,10,14.1983,33,0
34.0,-118.1371,270.3106,0.8980,0.1000,2057,36.6370,289.7972,10,0.2999,33,0
35.0,-119.3629,458.3007,0.1020,0.9000,2058,35.8930,313.7363,10,28.5007,34,0
35.0,-118.7657,425.6333,0.4898,0.9000,2058,35.8930,313.4795,10,14.2602,34,0
35.0,-118.1371,356.9233,0.8980,0.9000,2058,35.8930,314.2198,10,0.1767,34,0
35.0,-119.3629,503.5882,0.1020,0.5000,2058,36.2650,301.2195,10,34.5053,34,0
35.0,-118.7657,388.9216,0.4898,0.5000,2058,36.2650,301.7992,10,15.1100,34,0
35.0,-118.1371,359.8267,0.8980,0.5000,2058,36.2650,302.4902,10,0.5670,34,0
35.0,-119.3629,595.1432,0.1020,0.1000,2058,36.6370,289.9670,10,30.1399,34,0
35.0,-118.7657,339.9507,0.4898,0.1000,2058,36.6370,289.6029,10,14.2217,34,0
35.0,-118.1371,368.3669,0.8980,0.1000,2058,36.6370,289.4430,10,0.4164,34,0
36.0,-119.3629,563.5559,0.1020,0.9000,2059,35.8930,313.8674,10,29.2929,35,0
36.0,-118.7657,350.8950,0.4898,0.9000,2059,35.8930,314.0495,10,14.2999,35,0
36.0,-118.1371,333.6744,0.8980,0.9000,2059,35.8930,313.8348,10,0.1913,35,0
36.0,-119.3629,488.1893,0.1020,0.5000,2059,36.2650,301.7190,10,35.5082,35,0
36.0,-118.7657,404.7250,0.4898,0.5000,2059,36.2650,301.8904,10,15.6857,35,0
36.0,-118.1371,209.6686,0.8980,0.5000,2059,36.2650,301.5052,10,0.5670,35,0
36.0,-119.3629,583.6426,0.1020,0.1000,2059,36.6370,289.4502,10,31.0499,35,0
36.0,-118.7657,368.5410,0.4898,0.1000,2059,36.6370,289.5882,10,14.3350,35,0
36.0,-118.1371,269.3896,0.8980,0.1000,2059,36.6370,290.3509,10,0.4167,35,0
37.0,-119.3629,522.9472,0.1020,0.9000,2060,35.8930,313.8376,10,30.0608,36,0
37.0,-118.7657,397.7248,0.4898,0.9000,2060,35.8930,313.5786,10,14.6781,36,0
37.0,-118.1371,334.7403,0.8980,0.9000,2060,35.8930,314.3090,10,0.2063,36,0
37.0,-119.3629,507.4423,0.1020,0.5000,2060,36.2650,301.7362,10,36.5047,36,0
37.0,-118.7657,371.6552,0.4898,0.5000,2060,36.2650,301.2105,10,15.8399,36,0
37.0,-118.1371,249.6447,0.8980,0.5000,2060,36.2650,302.9305,10,0.5671,36,0
37.0,-119.3629,494.4380,0.1020,0.1000,2060,36.6370,289.3173,10,31.9067,36,0
37.0,-118.7657,479.6916,0.4898,0.1000,2060,36.6370,290.1021,10,15.2208,36,0
37.0,-118.1371,282.9076,0.8980,0.1000,2060,36.6370,290.2429,10,0.4175,36,0
38.0,-119.3629,559.2046,0.1020,0.9000,2061,35.8930,313.9631,10,30.8334,37,0
38.0,-118.7657,404.4731,0.4898,0.9000,2061,35.8930,314.2679,10,15.1191,37,0
38.0,-118.1371,264.3637,0.8980,0.9000,2061,35.8930,314.1065,10,0.2065,37,0
38.0,-119.3629,449.1598,0.1020,0.5000,2061,36.2650,301.8855,10,37.4546,37,0
38.0,-118.7657,375.7067,0.4898,0.5000,2061,36.2650,301.2098,10,16.0333,37,0
38.0,-118.1371,271.8517,0.8980,0.5000,2061,36.2650,301.8478,10,0.5676,37,0
38.0,-119.3629,458.7673,0.1020,0.1000,2061,36.6370,289.3141,10,32.7380,37,0
38.0,-118.7657,391.3176,0.4898,0.1000,2061,36.6370,289.9614,10,15.5477,37,0
38.0,-118.1371,254.7975,0.8980,0.1000,2061,36.6370,289.6291,10,0.4177,37,0
39.0,-119.3629,500.8961,0.1020,0.9000,2062,35.8930,313.6680,10,31.6095,38,0
39.0,-118.7657,335.1977,0.4898,0.9000,2062,35.8930,314.1396,10,15.1348,38,0
39.0,-118.1371,261.2882,0.8980,0.9000,2062,35.8930,314.4041,10,0.2067,38,0
39.0,-119.3629,513.8043,0.1020,0.5000,2062,36.2650,301.2379,10,38.4340,38,0
39.0,-118.7657,485.2760,0.4898,0.5000,2062,36.2650,302.6780,10,17.0544,38,0
39.0,-118.1371,260.8851,0.8980,0.5000,2062,36.2650,302.0813,10,0.5678,38,0
39.0,-119.3629,529.9640,0.1020,0.1000,2062,36.6370,289.5605,10,33.5895,38,0
39.0,-118.7657,416.7298,0.4898,0.1000,2062,36.6370,290.3221,10,16.2067,38,0
39.0,-118.1371,277.0854,0.8980,0.1000,2062,36.6370,289.6809,10,0.4182,38,0
40.0,-119.3629,511.4563,0.1020,0.9000,2063,35.8930,313.7666,10,32.3882,39,0
40.0,-118.7657,448.4463,0.4898,0.9000,2063,35.8930,314.2627,10,15.8731,39,0
40.0,-118.1371,272.7358,0.8980,0.9000,2063,35.8930,314.0223,10,0.2071,39,0
40.0,-119.3629,486.5396,0.1020,0.5000,2063,36.2650,301.1213,10,39.4083,39,0
40.0,-118.7657,421.5498,0.4898,0.5000,2063,36.2650,301.8092,10,17.8208,39,0
40.0,-118.1371,313.5330,0.8980,0.5000,2063,36.2650,302.1070,10,0.5734,39,0
40.0,-119.3629,538.8098,0.1020,0.1000,2063,36.6370,290.1536,10,34.4876,39,0
40.0,-118.7657,419.5347,0.4898,0.1000,2063,36.6370,290.1938,10,16.8878,39,0
40.0,-118.1371,303.0589,0.8980,0.1000,2063,36.6370,289.9715,10,0.4209,39,0
41.0,-119.3629,512.9329,0.1020,0.9000,2064,35.8930,314.1688,10,33.1424,40,0
41.0,-118.7657,332.5060,0.4898,0.9000,2064,35.8930,314.1354,10,15.8859,40,0
41.0,-118.1371,273.8142,0.8980,0.9000,2064,35.8930,313.9372,10,0.2075,40,0
41.0,-119.3629,521.0593,0.1020,0.5000,2064,36.2650,301.4847,10,40.4004,40,0
41.0,-118.7657,418.0327,0.4898,0.5000,2064,36.2650,302.1226,10,18.5707,40,0
41.0,-118.1371,349.3556,0.8980,0.5000,2064,36.2650,302.2875,10,0.6191,40,0
41.0,-119.3629,438.9928,0.1020,0.1000,2064,36.6370,290.2475,10,35.3101,40,0
41.0,-118.7657,453.7235,0.4898,0.1000,2064,36.6370,290.2072,10,17.7502,40,0
41.0,-118.1371,212.7826,0.8980,0.1000,2064,36.6370,290.3277,10,0.4209,40,0
42.0,-119.3629,485.6049,0.1020,0.9000,2065,35.8930,314.1096,10,33.9194,41,0
42.0,-118.7657,409.1236,0.4898,0.9000,2065,35.8930,313.5332,10,16.3998,41,0
42.0,-118.1371,303.3571,0.8980,0.9000,2065,35.8930,314.1963,10,0.2099,41,0
42.0,-119.3629,502.0946,0.1020,0.5000,2065,36.2650,301.6783,10,41.3812,41,0
42.0,-118.7657,395.7558,0.4898,0.5000,2065,36.2650,301.7939,10,19.0002,41,0
42.0,-118.1371,310.5733,0.8980,0.5000,2065,36.2650,301.7652,10,0.6237,41,0
42.0,-119.3629,546.6874,0.1020,0.1000,2065,36.6370,289.3753,10,36.1715,41,0
42.0,-118.7657,385.8698,0.4898,0.1000,2065,36.6370,290.0622,10,18.0156,41,0
42.0,-118.1371,280.7016,0.8980,0.1000,2065,36.6370,289.8019,10,0.4216,41,0
43.0,-119.3629,514.6618,0.1020,0.9000,2066,35.8930,314.6381,10,34.6653,42,0
43.0,-118.7657,444.8252,0.4898,0.9000,2066,35.8930,314.9368,10,17.1131,42,0
43.0,-118.1371,276.2810,0.8980,0.9000,2066,35.8930,314.7524,10,0.2104,42,0
43.0,-119.3629,577.4157,0.1020,0.5000,2066,36.2650,302.0312,10,42.3749,42,0
43.0,-118.7657,353.1193,0.4898,0.5000,2066,36.2650,302.3286,10,19.0561,42,0
43.0,-118.1371,154.9227,0.8980,0.5000,2066,36.2650,302.8754,10,0.6237,42,0
43.0,-119.3629,507.2844,0.1020,0.1000,2066,36.6370,290.4440,10,37.0823,42,0
43.0,-118.7657,426.7829,0.4898,0.1000,2066,36.6370,289.4875,10,18.7362,42,0
43.0,-118.1371,244.9317,0.8980,0.1000,2066,36.6370,290.3484,10,0.4217,42,0
44.0,-119.3629,536.8740,0.1020,0.9000,2067,35.8930,313.7532,10,35.4742,43,0
44.0,-118.7657,469.7929,0.4898,0.9000,2067,35.8930,313.8972,10,17.8895,43,0
44.0,-118.1371,362.0959,0.8980,0.9000,2067,35.8930,313.9202,10,0.2841,43,0
44.0,-119.3629,563.8760,0.1020,0.5000,2067,36.2650,302.3835,10,43.3680,43,0
44.0,-118.7657,451.7961,0.4898,0.5000,2067,36.2650,301.5330,10,19.9929,43,0
44.0,-118.1371,305.9799,0.8980,0.5000,2067,36.2650,302.4923,10,0.6272,43,0
44.0,-119.3629,457.7602,0.1020,0.1000,2067,36.6370,290.4166,10,37.9428,43,0
44.0,-118.7657,392.6954,0.4898,0.1000,2067,36.6370,290.4768,10,19.0947,43,0
44.0,-118.1371,247.2617,0.8980,0.1000,2067,36.6370,290.6252,10,0.4218,43,0
45.0,-119.3629,464.5646,0.1020,0.9000,2068,35.8930,314.5494,10,36.2123,44,0
45.0,-118.7657,394.1926,0.4898,0.9000,2068,35.8930,314.3656,10,18.2112,44,0
45.0,-118.1371,265.3962,0.8980,0.9000,2068,35.8930,314.1966,10,0.2844,44,0
45.0,-119.3629,506.5463,0.1020,0.5000,2068,36.2650,302.2363,10,44.3675,44,0
45.0,-118.7657,426.6252,0.4898,0.5000,2068,36.2650,302.7144,10,20.8147,44,0
45.0,-118.1371,262.7393,0.8980,0.5000,2068,36.2650,301.8755,10,0.6275,44,0
45.0,-119.3629,523.7261,0.1020,0.1000,2068,36.6370,290.8838,10,38.8452,44,0
45.0,-118.7657,356.3119,0.4898,0.1000,2068,36.6370,290.5644,10,19.1559,44,0
45.0,-118.1371,264.6466,0.8980,0.1000,2068,36.6370,289.5363,10,0.4220,44,0
46.0,-119.3629,483.0589,0.1020,0.9000,2069,35.8930,314.3597,10,36.9910,45,0
46.0,-118.7657,336.4403,0.4898,0.9000,2069,35.8930,313.8989,10,18.2285,45,0
46.0,-118.1371,316.4580,0.8980,0.9000,2069,35.8930,314.1118,10,0.2895,45,0
46.0,-119.3629,556.3923,0.1020,0.5000,2069,36.2650,302.2301,10,45.3704,45,0
46.0,-118.7657,412.3553,0.4898,0.5000,2069,36.2650,302.1501,10,21.5023,45,0
46.0,-118.1371,309.9025,0.8980,0.5000,2069,36.2650,302.7338,10,0.6320,45,0
46.0,-119.3629,471.8591,0.1020,0.1000,2069,36.6370,290.1759,10,39.7360,45,0
46.0,-118.7657,385.8864,0.4898,0.1000,2069,36.6370,290.5613,10,19.4327,45,0
46.0,-118.1371,243.3366,0.8980,0.1000,2069,36.6370,290.2825,10,0.4221,45,0
47.0,-119.3629,557.6699,0.1020,0.9000,2070,35.8930,314.6084,10,37.7521,46,0
47.0,-118.7657,391.6473,0.4898,0.9000,2070,35.8930,314.4252,10,18.5107,46,0
47.0,-118.1371,300.9722,0.8980,0.9000,2070,35.8930,314.1202,10,0.2915,46,0
47.0,-119.3629,479.1404,0.1020,0.5000,2070,36.2650,302.1819,10,46.3783,46,0
47.0,-118.7657,356.5244,0.4898,0.5000,2070,36.2650,302.5428,10,21.5720,46,0
47.0,-118.1371,227.4492,0.8980,0.5000,2070,36.2650,302.1842,10,0.6320,46,0
47.0,-119.3629,562.7531,0.1020,0.1000,2070,36.6370,290.7225,10,40.6395,46,0
47.0,-118.7657,368.1064,0.4898,0.1000,2070,36.6370,290.2261,10,19.5457,46,0
47.0,-118.1371,303.8229,0.8980,0.1000,2070,36.6370,290.4737,10,0.4249,46,0
48.0,-119.3629,557.9722,0.1020,0.9000,2071,35.8930,313.8988,10,38.5058,47,0
48.0,-118.7657,404.7860,0.4898,0.9000,2071,35.8930,314.5086,10,18.9383,47,0
48.0,-118.1371,303.0621,0.8980,0.9000,2071,35.8930,314.1715,10,0.2937,47,0
48.0,-119.3629,549.2110,0.1020,0.5000,2071,36.2650,302.5421,10,47.3766,47,0
48.0,-118.7657,345.7469,0.4898,0.5000,2071,36.2650,302.1041,10,21.6091,47,0
48.0,-118.1371,343.2642,0.8980,0.5000,2071,36.2650,302.0670,10,0.6632,47,0
48.0,-119.3629,529.1834,0.1020,0.1000,2071,36.6370,290.0028,10,41.5126,47,0
48.0,-118.7657,406.9348,0.4898,0.1000,2071,36.6370,290.7949,10,20.0996,47,0
48.0,-118.1371,309.9990,0.8980,0.1000,2071,36.6370,290.6113,10,0.4289,47,0
49.0,-119.3629,556.0935,0.1020,0.9000,2072,35.8930,314.4860,10,39.2834,48,0
49.0,-118.7657,414.5055,0.4898,0.9000,2072,35.8930,314.6416,10,19.4672,48,0
49.0,-118.1371,230.2966,0.8980,0.9000,2072,35.8930,314.4413,10,0.2938,48,0
49.0,-119.3629,569.1410,0.1020,0.5000,2072,36.2650,302.1711,10,48.3870,48,0
49.0,-118.7657,401.8010,0.4898,0.5000,2072,36.2650,302.9097,10,22.1286,48,0
49.0,-118.1371,262.6103,0.8980,0.5000,2072,36.2650,303.4441,10,0.6634,48,0
49.0,-119.3629,457.6453,0.1020,0.1000,2072,36.6370,289.4871,10,42.3790,48,0
49.0,-118.7657,445.9751,0.4898,0.1000,2072,36.6370,290.1962,10,20.9232,48,0
49.0,-118.1371,210.1275,0.8980,0.1000,2072,36.6370,289.9387,10,0.4289,48,0
50.0,-119.3629,487.9365,0.1020,0.9000,2073,35.8930,314.6947,10,40.0305,49,0
50.0,-118.7657,352.5215,0.4898,0.9000,2073,35.8930,314.8085,10,19.5085,49,0
50.0,-118.1371,236.6918,0.8980,0.9000,2073,35.8930,314.2612,10,0.2938,49,0
50.0,-119.3629,497.8730,0.1020,0.5000,2073,36.2650,302.6887,10,49.3892,49,0
50.0,-118.7657,422.1161,0.4898,0.5000,2073,36.2650,301.8262,10,22.9026,49,0
50.0,-118.1371,229.5798,0.8980,0.5000,2073,36.2650,302.9918,10,0.6635,49,0
50.0,-119.3629,424.0951,0.1020,0.1000,2073,36.6370,290.2269,10,43.0862,49,0
50.0,-118.7657,381.2690,0.4898,0.1000,2073,36.6370,290.1621,10,21.1409,49,0
50.0,-118.1371,264.2731,0.8980,0.1000,2073,36.6370,290.1032,10,0.4292,49,0
51.0,-119.3629,600.7256,0.1020,0.9000,2074,35.8930,313.7757,10,40.8030,50,0
51.0,-118.7657,417.0107,0.4898,0.9000,2074,35.8930,313.7045,10,20.1026,50,0
51.0,-118.1371,278.9235,0.8980,0.9000,2074,35.8930,314.5492,10,0.2943,50,0
51.0,-119.3629,552.6051,0.1020,0.5000,2074,36.2650,302.1638,10,50.3742,50,0
51.0,-118.7657,387.2294,0.4898,0.5000,2074,36.2650,302.2174,10,23.2170,50,0
51.0,-118.1371,241.9721,0.8980,0.5000,2074,36.2650,302.9242,10,0.6635,50,0
51.0,-119.3629,597.1135,0.1020,0.1000,2074,36.6370,290.3014,10,44.0053,50,0
51.0,-118.7657,428.3625,0.4898,0.1000,2074,36.6370,290.9243,10,21.8965,50,0
51.0,-118.1371,282.6632,0.8980,0.1000,2074,36.6370,291.4463,10,0.4300,50,0
52.0,-119.3629,550.2338,0.1020,0.9000,2075,35.8930,313.9414,10,41.5625,51,0
52.0,-118.7657,376.2100,0.4898,0.9000,2075,35.8930,314.1978,10,20.2530,51,0
52.0,-118.1371,273.2060,0.8980,0.9000,2075,35.8930,314.6581,10,0.2947,51,0
52.0,-119.3629,556.2732,0.1020,0.5000,2075,36.2650,302.0843,10,51.3590,51,0
52.0,-118.7657,408.3123,0.4898,0.5000,2075,36.2650,302.5140,10,23.8206,51,0
52.0,-118.1371,241.7866,0.8980,0.5000,2075,36.2650,303.0457,10,0.6636,51,0
52.0,-119.3629,523.3492,0.1020,0.1000,2075,36.6370,290.1063,10,44.9219,51,0
52.0,-118.7657,385.5568,0.4898,0.1000,2075,36.6370,290.2283,10,22.1581,51,0
52.0,-118.1371,234.5303,0.8980,0.1000,2075,36.6370,290.1836,10,0.4300,51,0
53.0,-119.3629,551.2394,0.1020,0.9000,2076,35.8930,314.3609,10,42.3497,52,0
53.0,-118.7657,339.8216,0.4898,0.9000,2076,35.8930,314.4669,10,20.2734,52,0
53.0,-118.1371,308.4028,0.8980,0.9000,2076,35.8930,314.4618,10,0.2978,52,0
53.0,-119.3629,534.3224,0.1020,0.5000,2076,36.2650,302.7068,10,52.3289,52,0
53.0,-118.7657,384.0632,0.4898,0.5000,2076,36.2650,301.9593,10,24.0896,52,0
53.0,-118.1371,218.2473,0.8980,0.5000,2076,36.2650,301.9681,10,0.6636,52,0
53.0,-119.3629,543.6956,0.1020,0.1000,2076,36.6370,290.6788,10,45.8213,52,0
53.0,-118.7657,413.2807,0.4898,0.1000,2076,36.6370,290.1450,10,22.7759,52,0
53.0,-118.1371,274.8624,0.8980,0.1000,2076,36.6370,291.5600,10,0.4305,52,0
54.0,-119.3629,592.6047,0.1020,0.9000,2077,35.8930,314.6033,10,43.1079,53,0
54.0,-118.7657,328.8227,0.4898,0.9000,2077,35.8930,314.6274,10,20.2841,53,0
54.0,-118.1371,276.8578,0.8980,0.9000,2077,35.8930,314.3655,10,0.2983,53,0
54.0,-119.3629,559.6229,0.1020,0.5000,2077,36.2650,302.3463,10,53.3389,53,0
54.0,-118.7657,383.3224,0.4898,0.5000,2077,36.2650,302.0867,10,24.3546,53,0
54.0,-118.1371,302.6195,0.8980,0.5000,2077,36.2650,303.1208,10,0.6665,53,0
54.0,-119.3629,572.2117,0.1020,0.1000,2077,36.6370,290.9378,10,46.7167,53,0
54.0,-118.7657,487.8373,0.4898,0.1000,2077,36.6370,290.9007,10,23.6831,53,0
54.0,-118.1371,289.9336,0.8980,0.1000,2077,36.6370,290.9002,10,0.4318,53,0
55.0,-119.3629,526.5225,0.1020,0.9000,2078,35.8930,315.4850,10,43.8636,54,0
55.0,-118.7657,445.2593,0.4898,0.9000,2078,35.8930,314.6199,10,21.0054,54,0
55.0,-118.1371,254.0512,0.8980,0.9000,2078,35.8930,314.7467,10,0.2984,54,0
55.0,-119.3629,578.4910,0.1020,0.5000,2078,36.2650,302.8182,10,54.3219,54,0
55.0,-118.7657,324.5275,0.4898,0.5000,2078,36.2650,302.7454,10,24.3654,54,0
55.0,-118.1371,292.0508,0.8980,0.5000,2078,36.2650,303.3615,10,0.6680,54,0
55.0,-119.3629,503.6502,0.1020,0.1000,2078,36.6370,290.5301,10,47.6090,54,0
55.0,-118.7657,406.6047,0.4898,0.1000,2078,36.6370,290.5596,10,24.2149,54,0
55.0,-118.1371,287.2136,0.8980,0.1000,2078,36.6370,290.9443,10,0.4328,54,0
56.0,-119.3629,452.8301,0.1020,0.9000,2079,35.8930,314.8865,10,44.5748,55,0
56.0,-118.7657,386.8277,0.4898,0.9000,2079,35.8930,314.5428,10,21.2457,55,0
56.0,-118.1371,295.8353,0.8980,0.9000,2079,35.8930,315.2485,10,0.2998,55,0
56.0,-119.3629,507.2593,0.1020,0.5000,2079,36.2650,302.8006,10,55.3113,55,0
56.0,-118.7657,406.4598,0.4898,0.5000,2079,36.2650,302.7087,10,24.9595,55,0
56.0,-118.1371,283.4548,0.8980,0.5000,2079,36.2650,303.4301,10,0.6689,55,0
56.0,-119.3629,499.0965,0.1020,0.1000,2079,36.6370,291.1857,10,48.5040,55,0
56.0,-118.7657,398.5775,0.4898,0.1000,2079,36.6370,290.4215,10,24.6412,55,0
56.0,-118.1371,312.8649,0.8980,0.1000,2079,36.6370,290.6191,10,0.4378,55,0
57.0,-119.3629,471.5363,0.1020,0.9000,2080,35.8930,314.5660,10,45.3541,56,0
57.0,-118.7657,341.5685,0.4898,0.9000,2080,35.8930,314.5087,10,21.2681,56,0
57.0,-118.1371,250.7266,0.8980,0.9000,2080,35.8930,314.6428,10,0.2999,56,0
57.0,-119.3629,543.0764,0.1020,0.5000,2080,36.2650,303.2854,10,56.3246,56,0
57.0,-118.7657,325.8129,0.4898,0.5000,2080,36.2650,302.8432,10,24.9709,56,0
57.0,-118.1371,262.4881,0.8980,0.5000,2080,36.2650,302.3165,10,0.6692,56,0
57.0,-119.3629,536.4933,0.1020,0.1000,2080,36.6370,290.9150,10,49.4244,56,0
57.0,-118.7657,378.7402,0.4898,0.1000,2080,36.6370,290.7779,10,24.8393,56,0
57.0,-118.1371,269.0665,0.8980,0.1000,2080,36.6370,290.3312,10,0.4381,56,0
58.0,-119.3629,521.1424,0.1020,0.9000,2081,35.8930,315.2035,10,46.1052,57,0
58.0,-118.7657,414.7381,0.4898,0.9000,2081,35.8930,315.5066,10,21.7659,57,0
58.0,-118.1371,234.1363,0.8980,0.9000,2081,35.8930,314.7915,10,0.3000,57,0
58.0,-119.3629,545.1259,0.1020,0.5000,2081,36.2650,302.8344,10,57.2946,57,0
58.0,-118.7657,381.6662,0.4898,0.5000,2081,36.2650,302.5380,10,25.2302,57,0
58.0,-118.1371,292.9869,0.8980,0.5000,2081,36.2650,302.1068,10,0.6708,57,0
58.0,-119.3629,533.0724,0.1020,0.1000,2081,36.6370,290.6010,10,50.3265,57,0
58.0,-118.7657,403.8457,0.4898,0.1000,2081,36.6370,291.0426,10,25.3542,57,0
58.0,-118.1371,273.6648,0.8980,0.1000,2081,36.6370,290.8375,10,0.4386,57,0
59.0,-119.3629,592.5818,0.1020,0.9000,2082,35.8930,315.3498,10,46.8555,58,0
59.0,-118.7657,414.1020,0.4898,0.9000,2082,35.8930,315.2071,10,22.2773,58,0
59.0,-118.1371,267.2750,0.8980,0.9000,2082,35.8930,314.9756,10,0.3002,58,0
59.0,-119.3629,469.9527,0.1020,0.5000,2082,36.2650,302.6327,10,58.2414,58,0
59.0,-118.7657,352.3824,0.4898,0.5000,2082,36.2650,302.7203,10,25.2846,58,0
59.0,-118.1371,265.8180,0.8980,0.5000,2082,36.2650,302.0971,10,0.6711,58,0
59.0,-119.3629,469.3838,0.1020,0.1000,2082,36.6370,291.3763,10,51.2531,58,0
59.0,-118.7657,399.0246,0.4898,0.1000,2082,36.6370,290.6795,10,25.7994,58,0
59.0,-118.1371,326.1766,0.8980,0.1000,2082,36.6370,291.3580,10,0.4495,58,0
60.0,-119.3629,524.2938,0.1020,0.9000,2083,35.8930,315.2471,10,47.5863,59,0
60.0,-118.7657,363.4335,0.4898,0.9000,2083,35.8930,314.4668,10,22.3529,59,0
60.0,-118.1371,282.1682,0.8980,0.9000,2083,35.8930,316.0390,10,0.3008,59,0
60.0,-119.3629,589.1554,0.1020,0.5000,2083,36.2650,303.8231,10,59.2375,59,0
60.0,-118.7657,391.5936,0.4898,0.5000,2083,36.2650,303.2121,10,25.6558,59,0
60.0,-118.1371,308.6591,0.8980,0.5000,2083,36.2650,302.6102,10,0.6752,59,0
60.0,-119.3629,520.5053,0.1020,0.1000,2083,36.6370,290.6906,10,52.1493,59,0
60.0,-118.7657,409.2811,0.4898,0.1000,2083,36.6370,290.8552,10,26.3722,59,0
60.0,-118.1371,271.5601,0.8980,0.1000,2083,36.6370,291.0152,10,0.4499,59,0
61.0,-119.3629,427.1364,0.1020,0.9000,2084,35.8930,315.0246,10,48.2211,60,0
61.0,-118.7657,420.4224,0.4898,0.9000,2084,35.8930,314.9160,10,22.9340,60,0
61.0,-118.1371,287.3447,0.8980,0.9000,2084,35.8930,315.0600,10,0.3017,60,0
61.0,-119.3629,548.2817,0.1020,0.5000,2084,36.2650,303.5523,10,60.1950,60,0
61.0,-118.7657,421.6766,0.4898,0.5000,2084,36.2650,303.7168,10,26.4202,60,0
61.0,-118.1371,150.0000,0.8980,0.5000,2084,36.2650,302.2387,10,0.6752,60,0
61.0,-119.3629,540.8968,0.1020,0.1000,2084,36.6370,291.5051,10,53.0566,60,0
61.0,-118.7657,361.1553,0.4898,0.1000,2084,36.6370,290.8970,10,26.4527,60,0
61.0,-118.1371,322.2615,0.8980,0.1000,2084,36.6370,290.1405,10,0.4584,60,0
62.0,-119.3629,543.0860,0.1020,0.9000,2085,35.8930,314.7463,10,48.9667,61,0
62.0,-118.7657,322.6666,0.4898,0.9000,2085,35.8930,315.4305,10,22.9410,61,0
62.0,-118.1371,302.3916,0.8980,0.9000,2085,35.8930,314.5709,10,0.3039,61,0
62.0,-119.3629,532.4940,0.1020,0.5000,2085,36.2650,303.0649,10,61.2014,61,0
62.0,-118.7657,378.9055,0.4898,0.5000,2085,36.2650,302.6702,10,26.6383,61,0
62.0,-118.1371,269.3859,0.8980,0.5000,2085,36.2650,302.8687,10,0.6756,61,0
62.0,-119.3629,584.6194,0.1020,0.1000,2085,36.6370,291.6699,10,53.9694,61,0
62.0,-118.7657,409.2019,0.4898,0.1000,2085,36.6370,291.3888,10,27.0497,61,0
62.0,-118.1371,263.5565,0.8980,0.1000,2085,36.6370,290.0999,10,0.4587,61,0
63.0,-119.3629,473.0575,0.1020,0.9000,2086,35.8930,315.0152,10,49.7074,62,0
63.0,-118.7657,453.7298,0.4898,0.9000,2086,35.8930,315.8209,10,23.6392,62,0
63.0,-118.1371,243.3253,0.8980,0.9000,2086,35.8930,315.0011,10,0.3039,62,0
63.0,-119.3629,505.9970,0.1020,0.5000,2086,36.2650,303.0669,10,62.1664,62,0
63.0,-118.7657,441.2596,0.4898,0.5000,2086,36.2650,303.0857,10,27.5677,62,0
63.0,-118.1371,295.1629,0.8980,0.5000,2086,36.2650,302.9713,10,0.6775,62,0
63.0,-119.3629,556.8525,0.1020,0.1000,2086,36.6370,290.4865,10,54.8661,62,0
63.0,-118.7657,425.5069,0.4898,0.1000,2086,36.6370,290.3706,10,27.7720,62,0
63.0,-118.1371,198.6132,0.8980,0.1000,2086,36.6370,290.6477,10,0.4587,62,0
